degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
20,0.8,0.002090309200603318,0.7352941176470589,0.0414209230063387,0.9411764705882353,19.55,0.0020903092006033176,8022574.454115206,21.166666666666668,16,7,0.8024734982332156,9,32.04464826338799,3,0.18117845319127376,0.06111290993597857,0.05022741211970934
20,0.8,0.002090309200603318,0.7352941176470589,0.0414209230063387,0.9411764705882353,19.55,0.0020903092006033176,8022574.454115198,21.166666666666668,16,7,0.8024734982332156,10,32.044648263387984,3,0.18117845319127374,0.06111290993597864,0.05008934819612326
10,0.4,0.00020833333333333335,0.5681818181818182,0.023636009668806468,0.9642857142857143,16.7,0.00020833333333333335,1280760.9358646406,16.166666666666668,8,2,0.6547169811320754,3,54.34649887611103,3,0.13741276540190958,0.05610053935618578,0.038046933900447465
12,0.48,0.0220734126984127,0.6097560975609756,0.02914269846022588,0.7555555555555555,16.25,0.022073412698412703,1705219.0950637753,17.333333333333336,8,5,0.5491124260355029,2,46.918690074712934,3,0.151726047166342,0.09813450051202044,0.0771315100085211
21,0.84,0.014249400109694228,0.7575757575757576,0.044224923119290334,0.8070175438596491,18.666666666666668,0.014249400109694228,7769967.357350567,21.666666666666668,15,12,0.6821026282853567,6,30.37640653974757,3,0.18435261640511905,0.08137998308578608,0.0773540764526631
21,0.84,0.015451469826469824,0.7575757575757576,0.04414748746256604,0.7953216374269005,18.476190476190474,0.015451469826469822,7684542.946338691,21.666666666666668,15,9,0.684010152284264,4,30.47138995591671,3,0.18417320507580404,0.08059985809273819,0.06903437264880148
23,0.92,0.018258659368953482,0.8064516129032258,0.04802168017744536,0.8,18.695652173913043,0.018258659368953482,9395162.80019682,22.666666666666668,16,17,0.676658980271586,0,27.901217519413766,3,0.18878281407892322,0.08506136917674861,0.08157326535371903
23,0.92,0.018258659368953482,0.8064516129032258,0.04802168017744536,0.8,18.695652173913043,0.018258659368953482,9395162.80019682,22.666666666666668,16,17,0.676658980271586,1,27.901217519413766,3,0.18878281407892322,0.08506136917674866,0.06896877898097203
18,0.72,0.01024405822935235,0.6944444444444444,0.03868204023136527,0.8,18.5,0.010244058229352348,5491975.873953671,20.166666666666668,12,8,0.6731022378236069,5,34.49101803707932,3,0.1764320543233156,0.07691017637935373,0.06501802824775002
21,0.84,0.008074436184730301,0.7575757575757576,0.043672897152022945,0.8771929824561403,19.19047619047619,0.0080744361847303,8419110.540190332,21.666666666666668,16,9,0.7480314960629921,7,30.561082989588975,3,0.1840039888145736,0.06069943556621823,0.06666421147635833
