degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
17,0.68,0.024945785695785698,0.7142857142857143,0.0432891597047777,0.6857142857142857,15.470588235294118,0.024459242146742145,176244.07793295945,20.0,10,12,0.4550408719346049,5,34.63859275649022,2,0.2522331191705659,0.12033405577322803,0.06372175168693509
18,0.72,0.02063465028911253,0.7352941176470589,0.0455093257441646,0.7416666666666667,15.333333333333334,0.020444001947126946,203196.14717484903,20.5,10,15,0.5116988809766022,4,33.73415153080942,2,0.2558851151346607,0.10547663032988394,0.10067277929107514
8,0.32,0.0,0.5,0.022355310752907056,1.0,13.375,0.0,31269.932050565738,14.500000000000004,7,1,0.7201834862385321,0,64.45342342613192,3,0.1500429985438891,0.02850955990077394,0.029826861617626484
12,0.48,0.003283700704753337,0.6097560975609756,0.03141450404554184,0.9111111111111111,15.25,0.003903439153439156,90585.52514063474,17.333333333333336,10,2,0.6171662125340599,9,47.21747462535937,3,0.20385252167050918,0.07418051434565011,0.056385095483727686
18,0.72,0.04010517444670762,0.7352941176470589,0.045745842623596676,0.65,15.333333333333334,0.040538503510378514,192027.7019694177,20.5,10,11,0.43597122302158275,5,32.85776308390687,2,0.2594243186373206,0.1269196698481771,0.10920645682795767
19,0.76,0.03439518736200659,0.7575757575757576,0.047994071853415185,0.6764705882352942,15.210526315789474,0.03374558924871425,218454.42664456714,21.0,10,16,0.47097917589720867,3,31.74684540445977,2,0.2639174948395353,0.11685897686826993,0.1096458470959255
17,0.68,0.016518229672691915,0.7142857142857143,0.04312682289302775,0.7619047619047619,15.411764705882353,0.016355257358382363,183810.51636807979,20.0,10,10,0.5286624203821656,6,35.4853587755693,2,0.24883035019102806,0.10001918694154625,0.09175956778924418
15,0.6,0.00897547320888282,0.6756756756756757,0.03827972191929824,0.8461538461538461,15.866666666666667,0.00890717534780035,151708.93694957322,19.0,10,6,0.5632530120481928,8,39.327226201803825,2,0.23356102214229,0.08827694621980214,0.07517342683467454
13,0.52,0.015929229195247505,0.6410256410256411,0.03507765067246717,0.6909090909090909,13.846153846153847,0.016190476190476193,62924.85369693693,18.0,8,5,0.39514348785871967,1,44.47295820770733,2,0.21386493079556812,0.11719394924921604,0.0565599281696059
20,0.8,0.04569362240014413,0.78125,0.050265651918369396,0.6209150326797386,15.45,0.04525793592981092,239630.27983412606,21.5,10,18,0.4261619190404798,2,29.47974891773433,2,0.27305837057164295,0.13965120391304917,0.10154714327429638
