degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
12,0.48,0.10322578789970094,0.5434782608695652,0.05048553190934847,0.6222222222222222,9.5,0.09934375,919.3558914654302,16.500000000000004,8,4,0.3672055427251732,0,34.66424260008448,3,0.1011084147128664,0.2122323153769265,0.13944988558043306
5,0.2,0.015484299516908216,0.4032258064516129,0.02465387931710374,0.3333333333333333,5.6,0.017712962962962965,27.736956804334014,11.750000000000002,3,2,0.08333333333333333,2,68.21090887418467,4,0.06090292851852622,0.18815018395750444,0.046540002204049205
12,0.48,0.11348861283643892,0.5319148936170213,0.051354701464317705,0.5777777777777777,9.333333333333334,0.11868287037037034,856.7025767514572,16.333333333333336,8,5,0.3348729792147806,1,33.91058116027937,3,0.1021322034724346,0.25011262783153965,0.1285755844862556
7,0.28,0.032803427651253735,0.4807692307692308,0.03242012696666787,0.4,7.714285714285714,0.03308680555555556,132.74688743776076,13.833333333333334,3,4,0.17647058823529413,0,49.25826419536772,3,0.08202046254865566,0.22324261362862846,0.13894928201608447
11,0.44,0.1350292155509547,0.5555555555555556,0.05049522697919331,0.3333333333333333,8.272727272727273,0.12984490740740745,338.5545597214912,16.333333333333336,4,9,0.14613180515759314,3,32.7020498006472,3,0.10403530233964373,0.33608685939953936,0.20288293484077832
10,0.4,0.1338611111111111,0.49019607843137253,0.048487960881761986,0.32142857142857145,7.2,0.12404861111111105,127.24193934360189,15.083333333333336,4,7,0.12727272727272726,0,39.20039363776994,4,0.09536889384027324,0.41927399648223695,0.3333102328904287
9,0.36,0.09227777777777778,0.45454545454545453,0.04320568159838925,0.6190476190476191,7.222222222222222,0.09031712962962965,130.23405865068491,14.083333333333336,6,3,0.3049645390070922,1,51.06985784712989,4,0.07989809674282429,0.3561700231688178,0.1869737391810903
7,0.28,0.12605555555555556,0.5208333333333334,0.03150643035405857,0.5,8.714285714285714,0.12006712962962963,144.01698840870768,14.5,4,3,0.14960629921259844,4,46.85245386862988,3,0.08510835396488478,0.2861135061446565,0.12550285317436896
7,0.28,0.022576892109500805,0.4098360655737705,0.031169106118745744,0.6,8.0,0.02386111111111111,229.0256359526479,12.75,5,2,0.42528735632183906,1,53.13908271221351,4,0.07719512829215522,0.15099246575581657,0.0697474645396585
10,0.4,0.006425925925925926,0.44642857142857145,0.04173002384670911,0.8571428571428571,9.6,0.0061666666666666675,742.2647934871015,14.5,8,2,0.5378486055776892,6,42.17700490146882,4,0.0911405805901645,0.12749110066785477,0.04795127564379303
8,0.32,0.05857407407407408,0.4716981132075472,0.03866413672908162,0.4,6.875,0.0578912037037037,83.14523903366364,14.083333333333336,3,6,0.11764705882352941,1,45.38020377640065,4,0.08706144149076846,0.2826474802944537,0.12125129102942622
8,0.32,0.0673775017253278,0.49019607843137253,0.03734965593696054,0.3333333333333333,7.625,0.0706076388888889,148.4589657768496,14.333333333333336,3,5,0.15384615384615385,0,44.808369430517615,3,0.08776608945519528,0.2559330850615496,0.14749248800737463
9,0.36,0.04772222222222222,0.4032258064516129,0.04370361353704802,0.6190476190476191,7.111111111111111,0.048532407407407406,126.82777301596823,13.45,6,3,0.31851851851851853,2,51.92476100851572,5,0.07885314194005531,0.35485563746469007,0.20900301460106538
4,0.16,0.0,0.4098360655737705,0.02042912611748732,1.0,6.25,0.0,21.17558305041745,11.41666666666667,3,1,0.18181818181818182,1,81.84190182138218,4,0.04926131409268596,0.21435166291208843,0.04526355870346489
7,0.28,0.0,0.35714285714285715,0.03416273350995318,1.0,6.857142857142857,0.0,87.28965811978875,11.616666666666665,6,1,0.6470588235294118,4,64.10892808994687,5,0.06507509936938373,0.29167826346235337,0.05682426195338136
8,0.32,0.013666666666666666,0.38461538461538464,0.03874225082239844,0.8,7.25,0.013574074074074072,112.07763672608732,12.7,6,2,0.43157894736842106,3,57.40965018060279,5,0.07235509662658823,0.312706938585254,0.11443748064640259
6,0.24,0.03877777777777778,0.44642857142857145,0.02918403654135095,0.5,6.833333333333333,0.04263657407407407,42.552741218682755,12.916666666666668,3,3,0.14545454545454545,3,57.17479855452702,4,0.07257476628262617,0.2804827609524943,0.13017988077713616
5,0.2,0.0,0.3246753246753247,0.02240783280010181,1.0,7.4,0.0,117.04148370326911,10.3,4,1,0.9047619047619048,0,70.44949386180772,5,0.058748647169072715,0.018168449667928674,0.006225523349814204
5,0.2,0.07308333333333332,0.45454545454545453,0.024260106481907587,0.3333333333333333,6.4,0.0807777777777778,38.36504660054627,12.666666666666666,3,2,0.0625,2,65.740644339791,3,0.06333241210817976,0.2584930236242859,0.1165074672309775
8,0.32,0.05874999999999999,0.4098360655737705,0.039318033742678726,0.6666666666666666,6.625,0.06643055555555555,94.73410733976075,12.916666666666668,6,2,0.4024390243902439,0,56.687276530599526,4,0.07317785561126032,0.34515263301385196,0.19463558338175801
10,0.4,0.022125603864734306,0.43859649122807015,0.04207604120916919,0.8214285714285714,9.4,0.022083333333333333,716.3782609653249,14.333333333333334,8,2,0.5327868852459017,7,42.891728477739264,4,0.09019020699866251,0.12450486900343889,0.04132170722399462
11,0.44,0.03202979066022544,0.45454545454545453,0.04649155757643254,0.7222222222222222,9.181818181818182,0.031791666666666656,808.7827613877827,15.000000000000002,8,3,0.477124183006536,3,40.48666647113344,4,0.09340548955381948,0.1390913185402404,0.057459086059942766
11,0.44,0.03202979066022544,0.45454545454545453,0.04649155757643254,0.7222222222222222,9.181818181818182,0.031791666666666656,808.7827613877827,15.000000000000002,8,3,0.477124183006536,4,40.48666647113344,4,0.09340548955381948,0.1390913185402404,0.057459086059942766
7,0.28,0.0,0.35714285714285715,0.03416273350995318,1.0,6.857142857142857,0.0,87.28965811978877,11.616666666666665,6,1,0.6470588235294118,5,64.10892808994693,5,0.06507509936938373,0.29167826346235337,0.07939370639782585
11,0.44,0.04102564987347597,0.4807692307692308,0.046442611437803476,0.6388888888888888,9.454545454545455,0.041972222222222216,783.3850869948297,15.416666666666668,8,3,0.40524781341107874,5,37.28774645237519,4,0.09773803360773146,0.18969692172379699,0.08339129167226719
12,0.48,0.09694231654014264,0.5555555555555556,0.05060530303494499,0.6,9.583333333333334,0.09211226851851854,894.9087969381998,16.66666666666667,8,5,0.3370288248337029,2,33.52626783069857,3,0.10264801038738286,0.233423756285055,0.1634756314143008
