degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
21,0.84,0.045406287468980976,0.78125,0.053426400511969147,0.7309941520467836,16.095238095238095,0.04460603285603285,874637.0441677027,21.833333333333332,12,15,0.5940985966174883,1,29.942860894527094,3,0.16284897750680452,0.2599857870363366,0.1076649652978806
18,0.72,0.0045526877090344585,0.6756756756756757,0.044693516289751684,0.8833333333333333,17.0,0.004587153587153586,737960.6931488924,19.999999999999996,12,10,0.7093844601412714,5,34.58769773656535,3,0.1555613967183063,0.218374503829789,0.06230828223228
3,0.12,0.0,0.352112676056338,0.017518797140306193,0.0,3.0,0.0,71.83681365130246,9.416666666666664,2,1,0.0,1,180.5761722041563,4,0.02734464028126122,1.650531563276066e-16,8.26884856882278e-17
6,0.24,0.08230771372876637,0.5319148936170213,0.025312028606319797,0.16666666666666666,9.5,0.08229090354090353,15827.144368672374,14.333333333333334,3,3,0.23655913978494625,0,87.1650960413876,3,0.07955298929488107,0.18631602398552408,0.15912339489487373
17,0.68,0.0035097277450218626,0.6578947368421053,0.042308752867538754,0.8952380952380953,17.058823529411764,0.003521982646982646,663881.9447475664,19.5,12,7,0.7294185377086931,10,36.19242625789379,3,0.15296740280392537,0.21522281699933052,0.06474628734902574
19,0.76,0.018874300936994437,0.7352941176470589,0.04754037747617713,0.8235294117647058,16.736842105263158,0.018018490768490766,784020.4270243277,20.833333333333336,12,10,0.6625222024866785,3,32.78473193552568,3,0.1584351007035835,0.23116222221187296,0.07480343365784252
18,0.72,0.08764428130062805,0.7142857142857143,0.049259357774056656,0.6416666666666667,15.11111111111111,0.08926719114219113,548219.1775825607,20.333333333333332,11,8,0.5291666666666667,6,33.11599196662901,3,0.15791285762986426,0.29799128775121303,0.1646314197040387
16,0.64,0.042698653198653194,0.6410256410256411,0.042084224462206846,0.7912087912087912,16.3125,0.042496632996633,522301.6223757194,18.999999999999996,12,4,0.6556071665560717,7,37.005184166130704,3,0.1516452876984382,0.25020669003533497,0.1198100181817933
5,0.2,0.004398148148148148,0.4716981132075472,0.02009515450364582,0.6666666666666666,8.4,0.007996031746031746,7158.232842359686,13.000000000000002,3,2,0.20930232558139536,0,97.39517731467811,3,0.06953005004675447,0.24155237002575106,0.05173693577387861
18,0.72,0.05797976610592711,0.7142857142857143,0.04726209395548544,0.7583333333333333,16.27777777777778,0.05972266622266621,641901.7790682844,20.333333333333336,12,8,0.5987103174603174,7,33.432633871023285,3,0.1574104429803505,0.2715942612344652,0.14450798669292836
17,0.68,0.0038350951164418663,0.6578947368421053,0.042131909432376456,0.9047619047619048,16.823529411764707,0.004047591297591297,659579.8863981061,19.5,12,6,0.745260663507109,11,36.46992054942985,3,0.15251581101657732,0.21530943997934623,0.055333205574155206
20,0.8,0.02101739858009208,0.7575757575757576,0.04996950697899909,0.803921568627451,16.65,0.02016158841158841,855167.1833298854,21.333333333333336,12,14,0.6411369917094355,2,31.368973462875505,3,0.16065378047896983,0.2356945500138526,0.07128283351212916
22,0.88,0.07884051065320415,0.8064516129032258,0.057025976139127944,0.6684210526315789,15.636363636363637,0.07803195878195877,892430.8266909543,22.333333333333336,12,16,0.5488524590163935,0,28.177108427847756,3,0.16537363176384778,0.28703729298308855,0.15314567482546937
19,0.76,0.007561526092872841,0.6944444444444444,0.04702400865221176,0.8529411764705882,16.789473684210527,0.007635133385133382,804229.8194689946,20.5,12,12,0.69009009009009,4,33.20968050788838,3,0.15776176171827605,0.2230509384514046,0.07340989062903931
15,0.6,0.022631614973720238,0.6578947368421053,0.04000926839978373,0.7307692307692307,15.866666666666667,0.02187647537647538,411934.7275803706,18.833333333333336,10,5,0.579185520361991,3,38.722822756366675,3,0.14882721308191565,0.2465670946128861,0.09352128202981434
6,0.24,0.016016955266955266,0.5208333333333334,0.021173295791102855,0.5,11.0,0.019528769841269843,23898.11965003642,14.166666666666666,4,2,0.33980582524271846,1,80.17344588652315,3,0.08734672749791911,0.23681947486063085,0.044422324552091975
16,0.64,0.010836820586820587,0.6756756756756757,0.04062306897970169,0.8461538461538461,16.5625,0.010523749398749399,542071.6289554813,19.333333333333336,12,5,0.6734828496042217,9,37.5332865357388,3,0.15077985243365435,0.223557500530409,0.07038714272144615
