degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
15,0.6,0.002134465775770124,0.5952380952380952,0.03959464993981584,0.9358974358974359,15.333333333333334,0.0022508417508417507,141004.55871794792,18.166666666666668,12,3,0.7429078014184397,10,34.842604161100105,3,0.18574135001657086,0.06963707572576848,0.05709996892922845
9,0.36,0.03362496366946495,0.4807692307692308,0.034875494950939084,0.5238095238095238,7.222222222222222,0.03592556517556518,868.4615476802392,14.5,5,4,0.22875816993464052,2,58.00515966581835,3,0.12604144022115382,0.18071425187688178,0.12521793419660657
13,0.52,0.036360352066234426,0.5681818181818182,0.037248664279011655,0.7090909090909091,13.461538461538462,0.03423015873015873,74335.99393550823,17.166666666666668,10,3,0.5578406169665809,2,37.84662488947114,3,0.17723084680564263,0.1279437483157892,0.09927131552373908
15,0.6,0.02600788342565836,0.625,0.04064677480183484,0.8333333333333334,14.733333333333333,0.025663720538720545,125305.12079964187,18.5,12,3,0.6496478873239436,9,34.19922894366862,3,0.18759987697166106,0.09517336661341351,0.092293170873889
15,0.6,0.002134465775770124,0.5952380952380952,0.03959464993981584,0.9358974358974359,15.333333333333334,0.0022508417508417507,141004.55871794806,18.166666666666668,12,3,0.7429078014184397,11,34.842604161100105,3,0.18574135001657086,0.05773231382100654,0.05708916028805481
18,0.72,0.017527448697461482,0.6578947368421053,0.04733457566989779,0.8,15.222222222222221,0.016232685986852655,190702.04749417133,19.83333333333333,12,6,0.6185737976782753,0,29.179205987059635,3,0.20164332987961417,0.09313038122158825,0.08656653685013456
17,0.68,0.03151356932117801,0.6410256410256411,0.04519242973325249,0.7904761904761904,15.0,0.03098205266955267,166457.55854979396,19.33333333333333,12,5,0.6214833759590793,4,30.81041663638631,3,0.19730298817573017,0.0988773892019664,0.07354464248904168
7,0.28,0.002685185185185186,0.5102040816326531,0.022208720890596615,0.8,11.285714285714286,0.0027959656084656087,10794.626760386544,14.333333333333334,5,2,0.4825174825174825,1,61.707496244559906,3,0.11809662310733789,0.08629484915288493,0.05880455450546045
18,0.72,0.017527448697461482,0.6578947368421053,0.04733457566989779,0.8,15.222222222222221,0.016232685986852655,190702.04749417136,19.83333333333333,12,6,0.6185737976782753,1,29.179205987059635,3,0.20164332987961417,0.09313038122158822,0.07618534102154545
17,0.68,0.010603258522759803,0.6410256410256411,0.04469614928759759,0.8380952380952381,15.352941176470589,0.01008289041205708,174897.33804950927,19.33333333333333,12,5,0.649810366624526,5,30.90026473695238,3,0.19704035743827467,0.08734064867161474,0.0754302311231257
18,0.72,0.06323894007148485,0.7142857142857143,0.04784865923161833,0.7583333333333333,15.11111111111111,0.06750424683341348,181475.22173797133,20.333333333333332,12,6,0.5718918918918919,2,28.507528118055596,3,0.20354790091437555,0.11547668555404102,0.11962255019293601
11,0.44,0.10196748041907888,0.5952380952380952,0.037087233872471786,0.5,10.272727272727273,0.10330369167869169,13314.23850640085,16.833333333333332,5,4,0.2314410480349345,0,44.49629678368994,3,0.15899466256943773,0.20925603315002883,0.15368570976878912
16,0.64,0.0658459016828582,0.6756756756756757,0.044623939702568186,0.6703296703296703,14.25,0.062404310966810976,114098.19609240186,19.333333333333336,10,7,0.4704225352112676,8,30.944605755336667,3,0.19695851477210305,0.15119602174540128,0.1351366074028651
15,0.6,0.05302725133159916,0.6410256410256411,0.042185913586280654,0.6794871794871795,14.066666666666666,0.049986562049062044,96434.97780284531,18.666666666666668,10,6,0.4706368899917287,7,32.86755948738069,3,0.1914520913376254,0.14624424846895415,0.14156040195131853
16,0.64,0.007824994885289004,0.625,0.04222834542287282,0.8571428571428571,15.375,0.007749238415905084,155396.1345327732,18.833333333333332,12,4,0.6627906976744186,9,32.520897188531755,3,0.1924009010465516,0.08447136131897605,0.07145262510655893
7,0.28,0.001642857142857143,0.43103448275862066,0.027660925471638623,0.9,7.428571428571429,0.001691468253968254,440.3803502087778,12.833333333333336,5,2,0.3972602739726027,3,70.14489410018481,3,0.10219737054159314,0.14191549701646503,0.0788590172118892
13,0.52,0.036798360053794846,0.6097560975609756,0.037411275760973396,0.6727272727272727,13.615384615384615,0.0349712201378868,64744.21733778458,17.666666666666668,9,4,0.45240893066980026,4,37.1423174799473,3,0.17923300502698758,0.13789294170659522,0.10376824004991024
10,0.4,0.0671916055621938,0.5319148936170213,0.03540085120172056,0.5357142857142857,9.6,0.06771043771043771,6569.967005374601,15.666666666666666,5,3,0.23170731707317074,1,49.98716451526332,3,0.14481491357744444,0.1930311306222651,0.1676372960747816
7,0.28,0.05156420873812178,0.5102040816326531,0.024317330287349854,0.4,9.714285714285714,0.051641263828763835,5916.964088817582,14.333333333333334,4,2,0.23076923076923078,1,61.96659665055026,3,0.1176014403300299,0.1441006650340857,0.10507145134307386
16,0.64,0.03157887768194673,0.6410256410256411,0.04303967506975723,0.8241758241758241,14.8125,0.03182659932659932,144944.37300139174,19.0,12,4,0.6467473524962178,8,32.434762134985014,3,0.19265799135865477,0.09776684428566738,0.08482312037550727
18,0.72,0.017527448697461482,0.6578947368421053,0.04733457566989779,0.8,15.222222222222221,0.016232685986852655,190702.04749417136,19.83333333333333,12,6,0.6185737976782753,3,29.179205987059653,3,0.20164332987961417,0.09313038122158818,0.08656653685013456
8,0.32,0.02185769205929053,0.45454545454545453,0.03172298500691834,0.5333333333333333,6.75,0.023290073352573354,471.4498220126615,13.666666666666668,5,3,0.2653061224489796,0,63.57277987206166,3,0.11442755891650416,0.1706060711514874,0.09377969270741933
17,0.68,0.010655819462341202,0.6410256410256411,0.044684610691150775,0.8476190476190476,15.352941176470589,0.010097897627064296,175936.94318105016,19.33333333333333,12,5,0.6579783852511125,6,31.01283938916936,3,0.19671836418908484,0.08378423660751962,0.05856307500005945
7,0.28,0.001642857142857143,0.43103448275862066,0.027660925471638623,0.9,7.428571428571429,0.001691468253968254,440.3803502087778,12.833333333333336,5,2,0.3972602739726027,4,70.14489410018483,3,0.10219737054159315,0.141915497016465,0.06757429498966698
17,0.68,0.05031750359141664,0.6756756756756757,0.04589287472566545,0.780952380952381,14.823529411764707,0.05275368165784832,161576.53930119562,19.666666666666668,12,5,0.6082474226804123,7,30.380514940756562,3,0.19853975743734434,0.11428774221707388,0.08562430879467078
6,0.24,0.030532493673798025,0.5102040816326531,0.022173193664818083,0.3333333333333333,8.833333333333334,0.03383107864357864,2782.193217275908,14.0,3,2,0.16091954022988506,1,71.32450750373137,3,0.10013369788533653,0.1378930742395317,0.09370035573270681
