degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
25,1.0,0.003148109243697479,0.9259259259259259,0.039647230254642826,0.9407114624505929,23.84,0.003148109243697479,759616241.6628361,24.0,21,4,0.8674677504859516,13,26.96306023323525,2,0.4518946424792156,0.05464602479671085,0.047164881233217645
22,0.88,0.0012532679738562092,0.8333333333333334,0.03538650842989459,0.968421052631579,23.90909090909091,0.0012532679738562092,589512041.6983484,22.5,19,3,0.8894613583138173,17,30.690864529859645,2,0.4206595910479312,0.051063012157405926,0.04097469089854394
26,1.04,0.010263188608776841,0.9615384615384616,0.04142345045144862,0.8876811594202898,23.307692307692307,0.010263188608776841,782980263.5959452,24.5,21,5,0.8219401041666666,4,25.759639781666888,2,0.4620222621019419,0.06278651374516388,0.05698678396420282
25,1.0,0.003148109243697479,0.9259259259259259,0.039647230254642826,0.9407114624505929,23.84,0.003148109243697479,759616241.6628366,24.0,21,4,0.8674677504859516,14,26.96306023323525,2,0.4518946424792156,0.0546460247967108,0.046659117435458926
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128022,24.5,21,5,0.8534048431659353,5,25.830038240015977,2,0.46143030908002564,0.05626523778521908,0.049570883081805676
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128023,24.5,21,5,0.8534048431659353,6,25.830038240015984,2,0.4614303090800258,0.05626523778521912,0.046837850445387574
10,0.4,0.0,0.5952380952380952,0.018805552430654585,1.0,21.9,0.0,98847317.82737887,16.5,9,1,0.9359375,5,58.26334332519745,2,0.23516337764935397,0.03865663502596983,0.021070206361828474
27,1.08,0.012076597422185658,1.0,0.0428777599225619,0.8733333333333333,23.185185185185187,0.012076597422185658,836415262.5991654,25.0,21,6,0.8112413585813045,0,24.582670569075542,1,0.47121663054752655,0.06441229354622591,0.05563308154303374
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128023,24.5,21,5,0.8534048431659353,7,25.830038240015984,2,0.46143030908002597,0.05626523778521906,0.0482248045335195
25,1.0,0.002606900452488688,0.9259259259259259,0.039613981906044995,0.9486166007905138,23.92,0.002606900452488688,765586031.2346144,24.0,21,4,0.8745361371267009,15,26.96874413908781,2,0.4518467891149978,0.05431044516545638,0.04884889181872536
23,0.92,0.0005555555555555556,0.8620689655172413,0.03672499477300444,0.9857142857142858,24.17391304347826,0.0005555555555555559,661064516.381034,23.0,21,2,0.9058324496288441,19,29.395472278506674,2,0.43146001053599053,0.0518285189427356,0.0441531010242936
23,0.92,0.0005555555555555556,0.8620689655172413,0.03672499477300444,0.9857142857142858,24.17391304347826,0.0005555555555555559,661064516.381034,23.0,21,2,0.9058324496288441,20,29.39547227850667,2,0.43146001053599053,0.05182851894273553,0.04095606895434876
24,0.96,0.006448412698412698,0.8928571428571429,0.03850121496981024,0.9264069264069265,23.583333333333332,0.006448412698412698,682872173.8114096,23.5,21,3,0.8524685382381413,17,28.10164564391437,2,0.44231390415351896,0.06005683980348927,0.04459881915510182
25,1.0,0.007702380952380951,0.9259259259259259,0.039933505777106845,0.9130434782608695,23.52,0.007702380952380951,737616099.2953496,24.0,21,4,0.8427483619621038,16,26.910716110422502,2,0.45233533462274794,0.061117028280965685,0.052383337888889055
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128026,24.5,21,5,0.8534048431659353,8,25.83003824001599,2,0.4614303090800254,0.056265237785219156,0.04970769774819578
27,1.08,0.012076597422185658,1.0,0.0428777599225619,0.8733333333333333,23.185185185185187,0.012076597422185658,836415262.5991657,25.0,21,6,0.8112413585813045,1,24.582670569075564,1,0.4712166305475264,0.06441229354622581,0.05954255681668644
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128026,24.5,21,5,0.8534048431659353,9,25.83003824001599,2,0.4614303090800254,0.05626523778521921,0.046362334062552565
20,0.8,0.0,0.78125,0.032508259983032896,1.0,24.0,0.0,492622262.98241246,21.5,19,1,0.9230320699708455,4,33.53686107510591,2,0.39730338853214436,0.0496988454120626,0.03916615175552421
27,1.08,0.012076597422185658,1.0,0.0428777599225619,0.8733333333333333,23.185185185185187,0.012076597422185658,836415262.5991657,25.0,21,6,0.8112413585813045,2,24.58267056907556,1,0.4712166305475264,0.06441229354622598,0.05023819985416813
24,0.96,0.0013333333333333335,0.8928571428571429,0.03815728558030105,0.9696969696969697,24.083333333333332,0.001333333333333334,714944207.477684,23.5,21,3,0.8922571925082062,18,28.155154626079426,2,0.44186411053134,0.052924702681733334,0.0453494172715132
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128026,24.5,21,5,0.8534048431659353,10,25.830038240015988,2,0.46143030908002564,0.05626523778521912,0.052416031081529105
26,1.04,0.009531503627091863,0.9615384615384616,0.0413902021028508,0.894927536231884,23.384615384615383,0.009531503627091863,789040988.2979823,24.5,21,5,0.8287760416666666,11,25.76674089278246,2,0.46196255611523046,0.06247546659562552,0.05284004253145213
20,0.8,0.0004166666666666667,0.78125,0.03256202149669928,0.9869281045751634,23.85,0.0004166666666666667,483977962.52755266,21.5,18,2,0.9043326548415237,16,33.54190211768406,2,0.3972625850148304,0.03941693789497289,0.0427453932101032
18,0.72,0.0,0.7352941176470589,0.02975174904632107,1.0,23.666666666666668,0.0,385744031.4766994,20.5,17,1,0.9167904903417533,11,36.78865514484825,2,0.37149819077457397,0.046164026523214,0.03401545530611079
26,1.04,0.004485327580915817,0.9615384615384616,0.04110153972575611,0.9239130434782609,23.692307692307693,0.004485327580915815,812261212.9128032,24.5,21,5,0.8534048431659353,12,25.830038240015995,2,0.46143030908002597,0.05626523778521924,0.042582442314818864
