degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
19,0.76,0.09685842328179792,0.7575757575757576,0.060225381742355595,0.5147058823529411,12.736842105263158,0.09548333333333331,25092.6268604436,21.0,7,27,0.31256281407035175,0,26.52764708462987,2,0.17305475662949887,0.274008021252547,0.18086542396055116
9,0.36,0.015020757020757025,0.5319148936170213,0.03106155838649788,0.6666666666666666,11.11111111111111,0.015302469135802467,4028.392888449589,15.333333333333334,6,4,0.35172413793103446,6,53.63357081406076,3,0.12159079296078952,0.21472623175077468,0.0670884440806113
7,0.28,0.0011111111111111111,0.4716981132075472,0.024785808339646952,0.9,10.714285714285714,0.0013333333333333335,2235.8727891204203,13.749999999999998,5,2,0.43703703703703706,1,65.5559194461697,4,0.10175638538115898,0.19044664323723862,0.04877336854753278
6,0.24,0.0,0.45454545454545453,0.02192616517693467,1.0,9.5,0.0,1254.8051871117748,13.083333333333332,5,1,0.4383561643835616,2,74.45366208044234,4,0.08902094043401554,0.18566863917980422,0.037848255379075386
12,0.48,0.028169622774885935,0.6097560975609756,0.0397138341512845,0.6,12.0,0.030340608465608467,8645.350167611248,17.333333333333332,7,5,0.33539412673879443,0,41.926049542571036,3,0.14365460260714286,0.23297066957396675,0.13639268922617573
14,0.56,0.04269400531242636,0.6410256410256411,0.04543528823862245,0.5757575757575758,12.642857142857142,0.04193320105820105,13327.589194634616,18.333333333333332,7,9,0.34521384928716903,5,36.470189989627855,3,0.15435038137728493,0.24320552837072407,0.1327560755804885
12,0.48,0.025910604645898762,0.6097560975609756,0.03970788856733864,0.6,11.833333333333334,0.026773015873015876,8008.873164644765,17.333333333333336,5,9,0.330188679245283,1,41.69107679343868,3,0.14410350027227484,0.2117241540343755,0.09097936247989562
8,0.32,0.00642390289449113,0.5102040816326531,0.02803585788287957,0.6666666666666666,10.125,0.006448412698412698,2341.1088055933055,14.666666666666668,5,3,0.31443298969072164,5,58.22141398050437,3,0.11358900621064169,0.17487786740196598,0.04594932661591638
10,0.4,0.033191416426710536,0.5681818181818182,0.03426410837268607,0.5357142857142857,11.2,0.03444764109347442,4970.6500095269275,16.166666666666664,5,5,0.2932330827067669,5,48.85409172763153,3,0.13036239734988428,0.23213145851744954,0.0809247481248755
14,0.56,0.02331287746767623,0.625,0.04425975005271671,0.6363636363636364,13.285714285714286,0.02299834656084656,15398.833696650725,18.166666666666664,7,9,0.3816046966731898,6,36.03665575656655,3,0.15519720916066937,0.21789647264037687,0.08101952098655604
18,0.72,0.07883353789313542,0.7352941176470589,0.05694398804109123,0.5416666666666666,12.944444444444445,0.077807208994709,23644.8035589508,20.5,7,23,0.3357705286839145,1,28.24488541756536,2,0.17012352692382066,0.26122647513208924,0.13481918333770088
12,0.48,0.020032368502956737,0.5813953488372093,0.03888404054129165,0.6444444444444445,12.083333333333334,0.02003888888888889,9330.072810667822,17.0,6,8,0.3815580286168522,3,41.618421178894195,3,0.1442424748788191,0.21554304302622057,0.08968128854107031
10,0.4,0.08705882352941177,0.5434782608695652,0.03765564362344275,0.42857142857142855,10.5,0.08714616402116403,4104.5799718140515,15.833333333333334,5,4,0.29945054945054944,2,50.467868765018416,3,0.12735288079187568,0.21530267936580724,0.12959803167948314
9,0.36,0.001402116402116402,0.5319148936170213,0.029189327710665496,0.8571428571428571,12.666666666666666,0.0014021164021164024,6153.568753556127,15.333333333333334,6,3,0.5145631067961165,2,52.21643190772934,3,0.12414290263534108,0.1799452704854959,0.051831850079848286
11,0.44,0.019626333361627477,0.5952380952380952,0.0366240425787501,0.6388888888888888,12.181818181818182,0.01944728835978836,7044.9041082471895,16.833333333333336,5,7,0.3420074349442379,4,44.69180520420048,3,0.1382733058899982,0.19968250590424694,0.07992509176280521
9,0.36,0.008635161135161136,0.5434782608695652,0.03082439664945089,0.6666666666666666,10.777777777777779,0.009429431216931216,3619.2236611765506,15.5,5,3,0.35507246376811596,0,53.00351750037595,3,0.12272683873000853,0.1815499997840817,0.07469650515063199
13,0.52,0.04692872200612139,0.625,0.042357672848034114,0.6181818181818182,12.692307692307692,0.04606338183421518,11926.564438810843,17.833333333333336,6,11,0.36996336996337,2,38.952630639773176,3,0.149472126257688,0.2364321920355037,0.09785593317485189
15,0.6,0.03891711553553659,0.6756756756756757,0.04747765390555599,0.6153846153846154,13.333333333333334,0.03880291005291005,17880.356504593692,19.0,7,12,0.38,4,33.65691673697729,2,0.15984034490963997,0.22767006298140208,0.10399987536283446
18,0.72,0.07550649700030504,0.7142857142857143,0.057193216246822685,0.5083333333333333,12.61111111111111,0.07518637566137565,22010.91018053517,20.333333333333332,7,21,0.31404011461318054,2,28.360862976828276,3,0.16991227260784977,0.2691609956526283,0.16895796621254133
15,0.6,0.03912391189248775,0.6578947368421053,0.047495105786910484,0.5512820512820513,13.066666666666666,0.03891554232804234,16750.151131145456,18.833333333333332,7,12,0.3596638655462185,5,33.765107113373546,3,0.15963072785385649,0.2311842901801151,0.11875729721425762
18,0.72,0.08658897681266102,0.7142857142857143,0.05757718874886689,0.5083333333333333,12.5,0.08510436507936509,21895.358036556565,20.333333333333332,7,20,0.3164630599185573,3,28.65720840840102,3,0.16936448949564015,0.2805284987279437,0.18739161188417625
8,0.32,0.0016666666666666668,0.5208333333333334,0.02671801643166784,0.8,12.0,0.0016666666666666668,4044.4854682802466,14.916666666666668,5,3,0.42358078602620086,0,57.17612722251224,4,0.11538137128665275,0.18722644063835375,0.04397345432226624
5,0.2,0.0006666666666666668,0.43103448275862066,0.019435568498345726,0.6666666666666666,7.4,0.0006666666666666665,460.28094090947894,12.25,3,2,0.3125,0,87.02009470506165,4,0.07394506865752079,0.19154515744808967,0.024216339117314474
3,0.12,0.0,0.35714285714285715,0.01622058268261174,0.0,4.333333333333333,0.0,36.0904992641092,9.833333333333334,2,1,0.0,0,154.31463241599366,4,0.03139500793123593,3.848773152033876e-17,9.020562075079397e-17
14,0.56,0.02439136379616256,0.6410256410256411,0.04481561526816433,0.6212121212121212,12.571428571428571,0.024920171957671954,13566.13792000361,18.333333333333332,6,13,0.36116910229645094,4,36.736942590003004,3,0.15382410875040495,0.2318827221019737,0.08743150660824409
13,0.52,0.014595684529895058,0.625,0.04117229952736486,0.6909090909090909,13.153846153846153,0.015009126984126986,13456.466777852638,17.833333333333332,7,10,0.4213075060532688,5,38.89767240791337,3,0.14957881017467048,0.21072369160789545,0.08052582712149185
