degree,degree centrality,betweenness centrality,closeness centrality,pagerank centrality,local clustering,avg neighbour degree,load centrality,subgraph centrality,harmonic centrality,node clique number,number of cliques,square clustering,greedy color,second order clustering,eccentricity,information centrality,current flow betweenness centrality,approx. current flow betweenness centrality
21,0.84,0.030672162746630836,0.8064516129032258,0.05016924153158854,0.6666666666666666,16.19047619047619,0.030258478954907533,495879.4708930127,22.0,10,20,0.46714612618502777,1,26.80073676204477,2,0.29245611793660853,0.11045980028981134,0.09445447143114932
16,0.64,0.009332991082991083,0.6756756756756757,0.03898598719893557,0.8021978021978022,15.9375,0.009612176183604755,291727.9789664156,19.333333333333332,10,8,0.5570599613152805,2,35.47845824196126,3,0.2539353126141554,0.08598592684739216,0.06881251443595868
11,0.44,0.005200285530072765,0.5813953488372093,0.028764902786945542,0.75,13.909090909090908,0.005294908794908793,82495.43244417084,16.666666666666664,7,6,0.43140495867768597,1,48.5299168638083,3,0.2004087019621803,0.08656827348016596,0.04040297726752946
16,0.64,0.02082255002680535,0.6944444444444444,0.039541921204688274,0.6703296703296703,15.625,0.020712316783745358,244654.4758670759,19.5,9,12,0.4292594822396147,5,35.07591605142825,2,0.25571509115774055,0.10682328603815759,0.07593266579251942
19,0.76,0.027091743166211255,0.7575757575757576,0.04569902633673504,0.6764705882352942,16.210526315789473,0.026887868084296662,402979.404754028,21.0,10,14,0.46661270740590854,3,29.640810096673736,2,0.2798663091918268,0.10654308064061127,0.07897424247097205
20,0.8,0.04232522792416409,0.78125,0.04856535991650667,0.6143790849673203,15.75,0.04171297815940673,394257.74045831215,21.5,10,15,0.4076341375585164,2,28.124917421596123,2,0.2866149982900796,0.12797787275756353,0.09793440509851024
22,0.88,0.055338829413297506,0.8333333333333334,0.05298528135769067,0.6210526315789474,15.772727272727273,0.054820207349969265,511504.0653682785,22.5,10,22,0.4385491606714628,0,25.296184298279115,2,0.29860956515961506,0.1263571683788965,0.09243597706324445
17,0.68,0.011886991731672583,0.7142857142857143,0.041007536967962575,0.780952380952381,16.529411764705884,0.011926227872656443,349062.7618995757,20.0,10,10,0.5338266384778013,8,33.30265065792241,2,0.2635487364084111,0.08775356609747482,0.07637530654537107
19,0.76,0.023908602233070318,0.7575757575757576,0.045535014491588144,0.7132352941176471,16.36842105263158,0.023833214404642974,417761.83372006577,21.0,10,17,0.4862012987012987,4,29.73657333256505,2,0.27943963929276006,0.10419683326757043,0.08161894825349039
19,0.76,0.02853296274253721,0.7575757575757576,0.04581793612306318,0.6911764705882353,16.157894736842106,0.028704125900554475,404575.22433361935,21.0,10,15,0.4746317512274959,5,29.748630868467544,2,0.2793855739974987,0.10489774539552729,0.09396923937829253
16,0.64,0.014330301495195114,0.6944444444444444,0.03940245603404776,0.7582417582417582,15.75,0.01450949821783155,275585.400232706,19.5,10,9,0.5126903553299492,7,35.38671321329896,2,0.2543385477164451,0.09656957149992648,0.05122958598997654
17,0.68,0.008636673216460451,0.7142857142857143,0.040927592113397665,0.8,16.647058823529413,0.00866470103970104,351189.08359975787,20.0,10,12,0.54,9,33.29408356476902,2,0.26358647761027293,0.08770444946809584,0.06020769403074571
7,0.28,0.0004761904761904762,0.5434782608695652,0.01987825764400435,0.9,12.714285714285714,0.00047619047619047603,29999.27336639477,14.833333333333332,5,2,0.47928994082840237,1,68.85555340560089,3,0.1373615010136957,0.06688789814516426,0.026831649601613126
18,0.72,0.020678036502504587,0.7352941176470589,0.04336995002990601,0.7166666666666667,16.333333333333332,0.02050869941346132,372030.2028248585,20.5,10,13,0.48922512608895,7,31.404328697119816,2,0.2720015318613068,0.09886539129537994,0.07179768943723416
14,0.56,0.017990609744865063,0.6578947368421053,0.03503261753696483,0.6666666666666666,15.357142857142858,0.01803311635454493,182364.49687927225,18.5,8,7,0.4284532671629446,2,39.272428133775705,2,0.2375264141191241,0.09785916063802008,0.04669697504888816
